notification_id,job_name,exam_name,department,organization,qualification,age,salary,pay_level,vacancies,state,location,category,application_start,application_end,exam_date,result_date,official_website,official_pdf,apply_link,selection_process,application_fee,status,verification_status,verification_source,verification_timestamp,confidence,priority,notes,tags,first_seen,last_checked,days_left
755845d8da33,IBPS SO Notification 2026 – Apply Online for 745+ Posts | Last Date 21-07-2026,,,IBPS SO Notification 2026 – Apply Online for 745+ Posts | La,,,,,745,All India,All India,Job,,2026-07-21,,,,,https://www.indgovtjobs.in/2026/07/IBPS-SO-Notification.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Critical,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,agriculture,ibps,it jobs,law",2026-07-15T19:39:42,2026-07-18T19:27:07,3
b909c0c688b1,"SBI Medical Officer Recruitment 2026: Apply Online for 35 Posts, Notification | Last Date 21-07-2026",,,SBI Medical Officer,,,,,35,All India,All India,Job,,2026-07-21,,,,,https://www.indgovtjobs.in/2026/06/sbi-medical-officer-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Critical,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,medical jobs,officer jobs",2026-07-16T19:38:19,2026-07-18T19:27:07,3
f47eec778e67,KEA Armed Police Constable (CAR/DAR) 2026 - 1600 posts,,Government of Karnataka,Karnataka State Police via KEA,SSLC / 10th pass,"GM max 33, 2A/2B/3A/3B 35, SC/ST/Cat-1 38","Rs 37,500-76,100",,1600,Karnataka,Karnataka incl. Bengaluru CAR,Job,2026-06-22,2026-07-22,,,https://cetonline.karnataka.gov.in/kea/,,https://cetonline.karnataka.gov.in/kea/,ET/PST + written exam,,Not Applied,Verified with Official Website,official:cetonline.karnataka.gov.in,2026-07-09T19:38:00,0.85,High,,"kea,ksp,karnataka,constable,10th pass",2026-07-09T19:38:00,2026-07-18T19:27:07,4
076a22758017,CWC Young Professional Recruitment 2026 – Apply Online for 06 Posts | Last Date 22-07-2026,,,CWC Young Professional,,,,,06,Delhi,Delhi,Job,,2026-07-22,,,,,https://www.indgovtjobs.in/2026/07/cwc-young-professional-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-17T19:31:06,0.3,High,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,agriculture,delhi jobs,young professionals",2026-07-13T11:44:56,2026-07-18T19:27:07,4
319e0c75c5ca,NHSRC Recruitment 2026 – Apply Online for 14 Media & Creative Professional Posts | Last Date 22-07-2026,,,NHSRC,,,,,,All India,All India,Job,,2026-07-22,,,,,https://www.indgovtjobs.in/2026/07/nhsrc-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,High,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,",2026-07-17T19:30:06,2026-07-18T19:27:07,4
5bf73b3f6cf1,NABARD Specialist Recruitment July 2026: Apply Online for 6 Contract Specialist Posts | Last Date 23-07-2026,,,NABARD Specialist,,,,,,All India,All India,Job,,2026-07-23,,,,,https://www.indgovtjobs.in/2026/07/NABARD-Specialist-Recruitment-July-2026.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-15T19:40:09,0.3,High,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,it jobs,nabard",2026-07-13T11:44:56,2026-07-18T19:27:07,5
14a36b213468,"NABARD Specialist Recruitment July 2026: Apply Online, Notification, 06 Posts | Last Date 23-07-2026",,,NABARD Specialist,,,,,06,All India,All India,Job,,2026-07-23,,,,,https://www.indgovtjobs.in/2026/07/NABARD-Specialist-Recruitment-July-2026.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,High,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,it jobs,nabard",2026-07-16T19:38:19,2026-07-18T19:27:07,5
ca7603e30152,"CCI Recruitment 2026 - Apply Online for 148 Posts, Notification | Last Date 24-07-2026",,,CCI,,,,,148,All India,All India,Job,,2026-07-24,,,,,https://www.indgovtjobs.in/2026/07/CCI-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-14T19:47:05,0.3,High,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,assistants,management trainees,manager jobs,new",2026-07-13T11:44:56,2026-07-18T19:27:07,6
62979f5513e6,"CCI Recruitment 2026 – Apply Online for 148 Posts, Notification | Last Date 24-07-2026",,,CCI,,,,,148,All India,All India,Job,,2026-07-24,,,,,https://www.indgovtjobs.in/2026/07/CCI-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,High,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,assistants,management trainees,manager jobs,new",2026-07-15T19:39:42,2026-07-18T19:27:07,6
0b0bc2129ff4,AVNL Recruitment 2026 – Apply Online for 1213 Executive and Non Executive Posts | Last Date 25-07-2026,,,AVNL,,,,,,All India,All India,Job,,2026-07-25,,,,,https://www.indgovtjobs.in/2026/07/AVNL-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,High,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,engineer jobs,manager jobs,technician jobs",2026-07-14T19:46:39,2026-07-18T19:27:07,7
0eaccdaa75d8,Agniveer Vayu Intake 02/2027 - Indian Air Force,,Ministry of Defence,Indian Air Force (CASB),12th PCM 50% or 3-yr engineering diploma,17.5-21 (birth window in brochure),"Rs 30,000/month year-1 package",,,All India,All India,Job,2026-07-06,2026-07-26,CBT expected Sep-Oct 2026,,https://agnipathvayu.cdac.in/AV/,,https://agnipathvayu.cdac.in/AV/,Online CBT + physical + adaptability + medical,Rs 550 + GST,Not Applied,Verified with Official Website,official:agnipathvayu.cdac.in,2026-07-09T19:38:00,0.85,Medium,,"defence,air force,agniveer,12th pass",2026-07-09T19:38:00,2026-07-18T19:27:07,8
6a1ba80c0baf,IDBI Bank SO Recruitment 2026 – Notification for 31 Posts | Last Date 26-07-2026,,,IDBI Bank SO,,,,,31,All India,All India,Job,,2026-07-26,,,,,https://www.indgovtjobs.in/2026/07/IDBI-Bank-SO-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-17T19:31:06,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,new,officer jobs",2026-07-13T11:44:56,2026-07-18T19:27:07,8
a836f0d3d3af,IAF Airmen Group Y Medical Assistant Online Form 2026 - Notification | Last Date 26-07-2026,,,IAF Airmen Group Y Medical Assistant Online Form 2026 - Noti,,,,,,All India,All India,Job,,2026-07-26,,,,,https://www.indgovtjobs.in/2026/07/iaf-airmen-group-y-medical-assistant.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-13T19:50:25,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,indian air force jobs,medical jobs",2026-07-13T11:44:56,2026-07-18T19:27:07,8
4180e90cf82e,"Karnataka High Court Data Entry Assistant 2026 (HCRB/DEA-6,7/2026) - 28 posts",,Karnataka Judiciary,High Court of Karnataka,Degree with 55% + Senior Grade Typewriting (English and Kannada) + computer certificate,,,,28,Karnataka,Bengaluru,Job,2026-06-29,2026-07-28,,,https://judiciary.karnataka.gov.in/,,https://judiciary.karnataka.gov.in/recruitment/hck/asr/home.php,Typing test + interview,"Rs 350 (GM), Rs 200 (SC/ST/Cat-1)",Not Applied,Verified with Official Website,official:judiciary.karnataka.gov.in,2026-07-09T19:38:00,0.85,Medium,,"karnataka,high court,data entry,graduate",2026-07-09T19:38:00,2026-07-18T19:27:07,10
9b522ef833ed,IOCL Apprentices 2026 (Refineries Division) - 1524 seats,,Refineries Division,Indian Oil Corporation Ltd,ITI / Diploma (trade-wise),18-24 as on 30-06-2026,,,1524,All India,"Bongaigaon, Gujarat, Mathura, Paradip refineries",Apprenticeship,,2026-07-28,,,https://iocl.com/apprenticeships,,https://iocl.com/apprenticeships,,Nil,Not Applied,Verified with Official Website,official:iocl.com,2026-07-09T19:38:00,0.85,Medium,,"iocl,apprentice,psu",2026-07-09T19:38:00,2026-07-18T19:27:07,10
3ff710bcf65e,IOCL Apprentice Recruitment 2026 – Apply Online 1624 Posts | Last Date 28-07-2026,,,IOCL Apprentice,,,,,1624,All India,All India,Apprenticeship,,2026-07-28,,,,,https://www.indgovtjobs.in/2026/06/iocl-apprentice-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,apprenticeship training,diploma jobs,iocl,iti jobs",2026-07-13T11:44:56,2026-07-18T19:27:07,10
3dfba88b6b43,AAI NER Apprentice Recruitment 2026 - Apply Online for 95 Posts | Last Date 28-07-2026,,,AAI NER Apprentice,,,,,95,All India,All India,Apprenticeship,,2026-07-28,,,,,https://www.indgovtjobs.in/2026/07/aai-ner-apprentice-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-14T19:47:05,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,aai,apprenticeship training,diploma jobs,engineer jobs",2026-07-13T11:44:56,2026-07-18T19:27:07,10
1a5b8cc9c6c0,RRB Technician 2026 (CEN 02/2026) - Technician Gr-I Signal and Gr-III,,Ministry of Railways,Railway Recruitment Boards,Gr-I Signal: B.Sc/B.E (Physics/Electronics/CS/IT); Gr-III: ITI or 10+2 PCM,"Gr-I 18-36, Gr-III 18-33",Level 5 / Level 2,,6557,All India,All zones incl. RRB Bengaluru,Job,2026-06-30,2026-07-29,CBT expected Oct-Dec 2026,,https://rrb.indianrailways.gov.in/,https://www.rrbthiruvananthapuram.gov.in/assets/pdf/Detailed_CEN_02_20262.pdf,https://www.rrbapply.gov.in,Single CBT + DV + Medical,"Rs 500 (Rs 400 refund after CBT), Rs 250 SC/ST (full refund)",Not Applied,Verified with Official PDF,official:rrbthiruvananthapuram.gov.in,2026-07-09T19:37:59,0.95,Medium,,"rrb,railway,technician,cs eligible",2026-07-09T19:37:59,2026-07-18T19:27:07,11
2440f1ee2500,RRB Technician Recruitment 2026 –Apply Online for 6557 Posts | Last Date 29-07-2026,,,RRB Technician,,,,,6557,All India,All India,Job,,2026-07-29,,,,,https://www.indgovtjobs.in/2026/05/rrb-technician-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,diploma jobs,iti jobs,new,railway jobs",2026-07-13T11:44:56,2026-07-18T19:27:07,11
5b55eb7f7496,"Karnataka High Court Assistant Court Secretary 2026 (HCRB/ACS-1,2/2026) - 73 posts",,Karnataka Judiciary,High Court of Karnataka,Any Bachelor's degree; English shorthand skill tested,,,,73,Karnataka,Bengaluru,Job,2026-07-01,2026-07-30,,,https://judiciary.karnataka.gov.in/,,https://judiciary.karnataka.gov.in/recruitment/hck/asr/home.php,Shorthand test + interview,,Not Applied,Verified with Official Website,official:judiciary.karnataka.gov.in,2026-07-09T19:38:00,0.85,Medium,,"karnataka,high court,graduate,bengaluru",2026-07-09T19:38:00,2026-07-18T19:27:07,12
81fc62bcea08,KEA VAO Recruitment 2026 – Apply Online for 572 Posts | Last Date 30-07-2026,,,KEA VAO,,,,,572,Karnataka,Karnataka,Job,,2026-07-30,,,,,https://www.indgovtjobs.in/2026/07/kea-vao-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,karnataka jobs,officer jobs",2026-07-16T19:38:19,2026-07-18T19:27:07,12
f38847e85b8a,"ISRO ISTRAC:01:2026: Recruitment to the posts of Graduate Apprentice Trainee,Diploma Apprentice Trainee,Diploma in Commercial Practice and Trade ITI.",,"ISRO Telemetry, Tracking and Command Network (ISTRAC)",ISRO,"B.E/B.Tech, Diploma, ITI (recent graduates)",,,,,All India,Bengaluru,Apprenticeship,2026-06-22,2026-07-31,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,Merit shortlist / interview,Nil,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-18T19:27:06,0.85,Medium,,"isro,space,central,bengaluru",2026-07-09T19:37:59,2026-07-18T19:27:07,13
a0351205e25c,SSC MTS and Havaldar 2026,,Government of India,Staff Selection Commission,10th pass,"MTS 18-25, Havaldar 18-27","Level 1 (Rs 18,000)",,,All India,All India,Exam,2026-06-30,2026-07-31,CBE Sep-Nov 2026,,https://ssc.gov.in/,,https://ssc.gov.in/,CBE (+PET/PST for Havaldar),"Rs 100, exempt SC/ST/women/PwBD",Not Applied,Verified with Official Website,official:ssc.gov.in,2026-07-09T19:37:59,0.85,Medium,,"ssc,mts,10th pass",2026-07-09T19:37:59,2026-07-18T19:27:07,13
68c882b5d374,Karnataka High Court Group D 2026 (HCRB 8/2025 and 9/2025 revised) - 106 posts,,Karnataka Judiciary,High Court of Karnataka,SSLC/10th (check over-qualification rules in notification),18-40,Level 2-3 state scale,,106,Karnataka,Bengaluru + benches,Job,2026-07-02,2026-07-31,,,https://judiciary.karnataka.gov.in/,,https://judiciary.karnataka.gov.in/recruitment/hck/asr/home.php,,,Not Applied,Verified with Official Website,official:judiciary.karnataka.gov.in,2026-07-09T19:38:00,0.85,Medium,,"karnataka,high court,group d,10th pass",2026-07-09T19:38:00,2026-07-18T19:27:07,13
2ebba66fb0e3,CCRUM Vacancy Advt No 01/2026 – Apply Online for 180 Posts | Last Date 31-07-2026,,,CCRUM,,,,,180,Delhi,Delhi,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/06/CCRUM-Vacancy-Advt-No-01.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,clerk jobs,delhi jobs,new,nurse jobs",2026-07-13T11:44:56,2026-07-18T19:27:07,13
210ade9e5bf9,NGEL Recruitment 2026 – Apply Online for 114 Assistant Engineer & DGM Posts | Last Date 31-07-2026,,,NGEL,,,,,,All India,All India,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/06/ngel-engineer-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,engineer jobs,manager jobs,new",2026-07-13T11:44:56,2026-07-18T19:27:07,13
a27d081b19cd,NIT Manipur Assistant Professor Recruitment 2026: Apply Online for 07 Posts | Last Date 31-07-2026,,,NIT Manipur Assistant Professor,,,,,07,Manipur,Manipur,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/nit-manipur-assistant-professor.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,faculty jobs,institute and university jobs,manipur jobs",2026-07-13T11:44:56,2026-07-18T19:27:07,13
5e61ca17dabf,"IIT BHU Assistant Professor Recruitment 2026: Notification, Online Form | Last Date 31-07-2026",,,IIT BHU Assistant Professor,,,,,,Uttar Pradesh,Uttar Pradesh,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/iit-bhu-assistant-professor-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,faculty jobs,institute and university jobs,uttar pradesh jobs",2026-07-13T11:44:56,2026-07-18T19:27:07,13
8e156355925a,SAIL Young Professional Recruitment 2026 – Apply Online for 23 Posts | Last Date 31-07-2026,,,SAIL Young Professional,,,,,23,All India,All India,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/sail-young-professional-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-16T19:38:46,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,engineer jobs,sail jobs,young professionals",2026-07-13T11:44:56,2026-07-18T19:27:07,13
371975abd197,"NBEMS Recruitment 2026: Notification, Online Form, 53 Posts | Last Date 31-07-2026",,,NBEMS,,,,,53,All India,All India,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/06/NBEMS-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-15T19:40:09,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,accountant,assistants,it jobs,medical jobs",2026-07-13T11:44:56,2026-07-18T19:27:07,13
07e4761c6750,NSU Manipur Recruitment 2026 - Apply Online for 09 Teaching and Non Teaching Posts | Last Date 31-07-2026,,,NSU Manipur,,,,,,Manipur,Manipur,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/NSU-Manipur-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-13T11:45:00,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,assistants,faculty jobs,manipur jobs,nurse jobs",2026-07-13T11:44:56,2026-07-18T19:27:07,13
8907978caea6,RRI Scientific & Technical Posts Recruitment 2026 – Apply Online for 22 Posts | Last Date 31-07-2026,,,RRI Scientific & Technical Posts,,,,,22,Karnataka,Karnataka,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/rri-scientific-technical-posts.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,diploma jobs,engineer jobs,it jobs,iti jobs",2026-07-13T20:20:19,2026-07-18T19:27:07,13
2a17154f3309,"HPCL GAT Recruitment 2026 – Notification, Apply Online, 358 Posts | Last Date 31-07-2026",,,HPCL GAT,,,,,358,All India,All India,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/HPCL-GAT-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-14T19:47:05,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,engineer jobs,hpcl,new",2026-07-14T19:46:39,2026-07-18T19:27:07,13
b9a0fb4e85ef,"HPCL GAT Recruitment 2026 – Apply Online for 358 Posts, Notification | Last Date 31-07-2026",,,HPCL GAT,,,,,358,All India,All India,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/HPCL-GAT-Recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,engineer jobs,hpcl,new",2026-07-15T19:39:42,2026-07-18T19:27:07,13
1a07aca555d6,"UPSC Advertisement No. 08/2026: Notification, Online Form, 48 Posts | Last Date 31-07-2026",,,"UPSC Advertisement No. 08/2026: Notification, Online Form, 4",,,,,48,All India,All India,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/UPSC-Advertisement-No-08-2026.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,faculty jobs,medical jobs,new,officer jobs",2026-07-15T19:39:42,2026-07-18T19:27:07,13
0800d9fc359e,IOCL Panipat Refinery Apprentice Recruitment 2026: Apply Online for 1450 Posts | Last Date 31-07-2026,,,IOCL Panipat Refinery Apprentice,,,,,1450,Haryana,Haryana,Apprenticeship,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/iocl-panipat-refinery-apprentice.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,apprenticeship training,diploma jobs,haryana jobs,iocl",2026-07-17T19:30:06,2026-07-18T19:27:07,13
37997fa799c2,Oil India Limited Lab Technician Recruitment 2026 – Apply Online for 02 Posts | Last Date 31-07-2026,,,Oil India Limited Lab Technician,,,,,02,All India,All India,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/oil-india-limited-lab-technician.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,oil corporation jobs,technician jobs",2026-07-17T19:30:06,2026-07-18T19:27:07,13
30f3e6c371fe,NIELIT Project Engineer Recruitment 2026 – Apply Online for 05 Posts | Last Date 31-07-2026,,,NIELIT Project Engineer,,,,,05,All India,All India,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/nielit-project-engineer-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,chennai jobs,engineer jobs,it jobs,nielit",2026-07-17T19:30:06,2026-07-18T19:27:07,13
67f4c483d3d8,Bank of Baroda AVP Recruitment 2026 – Apply Online for 05 Posts | Last Date 31-07-2026,,,Bank of Baroda AVP,,,,,05,All India,All India,Job,,2026-07-31,,,,,https://www.indgovtjobs.in/2026/07/bank-of-baroda-avp-recruitment.html,,,Not Applied,Unverified,aggregator:indgovtjobs.in,2026-07-18T19:27:07,0.3,Medium,Found via aggregator - needs official confirmation,"aggregator,indgovtjobs.in,bank jobs,top level jobs",2026-07-17T19:30:06,2026-07-18T19:27:07,13
