notification_id,job_name,exam_name,department,organization,qualification,age,salary,pay_level,vacancies,state,location,category,application_start,application_end,exam_date,result_date,official_website,official_pdf,apply_link,selection_process,application_fee,status,verification_status,verification_source,verification_timestamp,confidence,priority,notes,tags,first_seen,last_checked,days_left
f38847e85b8a,"ISRO ISTRAC:01:2026: Recruitment to the posts of Graduate Apprentice Trainee,Diploma Apprentice Trainee,Diploma in Commercial Practice and Trade ITI.",,"ISRO Telemetry, Tracking and Command Network (ISTRAC)",ISRO,"B.E/B.Tech, Diploma, ITI (recent graduates)",,,,,All India,Bengaluru,Apprenticeship,2026-06-22,2026-07-31,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,Merit shortlist / interview,Nil,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-09T20:07:45,0.85,Medium,,"isro,space,central,bengaluru",2026-07-09T19:37:59,2026-07-09T20:07:45,22
a0351205e25c,SSC MTS and Havaldar 2026,,Government of India,Staff Selection Commission,10th pass,"MTS 18-25, Havaldar 18-27","Level 1 (Rs 18,000)",,,All India,All India,Exam,2026-06-30,2026-07-31,CBE Sep-Nov 2026,,https://ssc.gov.in/,,https://ssc.gov.in/,CBE (+PET/PST for Havaldar),"Rs 100, exempt SC/ST/women/PwBD",Not Applied,Verified with Official Website,official:ssc.gov.in,2026-07-09T19:37:59,0.85,Medium,,"ssc,mts,10th pass",2026-07-09T19:37:59,2026-07-09T20:07:45,22
68c882b5d374,Karnataka High Court Group D 2026 (HCRB 8/2025 and 9/2025 revised) - 106 posts,,Karnataka Judiciary,High Court of Karnataka,SSLC/10th (check over-qualification rules in notification),18-40,Level 2-3 state scale,,106,Karnataka,Bengaluru + benches,Job,2026-07-02,2026-07-31,,,https://judiciary.karnataka.gov.in/,,https://judiciary.karnataka.gov.in/recruitment/hck/asr/home.php,,,Not Applied,Verified with Official Website,official:judiciary.karnataka.gov.in,2026-07-09T19:38:00,0.85,Medium,,"karnataka,high court,group d,10th pass",2026-07-09T19:38:00,2026-07-09T20:07:45,22
b1b9a0c16528,"India Post GDS July-2026 cycle - 28,636 Gramin Dak Sevak/BPM/ABPM posts",,Ministry of Communications,Department of Posts,10th pass with Maths and English,18-40,"TRCA Rs 10,000-14,500",,28636,All India,All circles incl. Karnataka,Job,2026-07-15,2026-08-05,,,https://www.indiapost.gov.in/vacancies/online-gds,,https://indiapostgdsonline.gov.in,Merit list from 10th marks - no exam,"Rs 100 (UR), exempt others",Not Applied,Verified with Official Website,official:indiapost.gov.in,2026-07-09T19:37:59,0.85,Medium,,"india post,gds,10th pass,karnataka",2026-07-09T19:37:59,2026-07-09T20:07:45,27
95999fe15290,SBI PO 2026 - Probationary Officer (CRPD/PO/2026-27/09),,SBI Central Recruitment,State Bank of India,Graduation in any discipline,21-30 as on 01-04-2026,"Basic Rs 48,480 JMGS-I",JMGS Scale-I,1500,All India,Any SBI circle,Job,2026-06-18,2026-07-08,Prelims expected Aug 2026,,https://sbi.bank.in/web/careers,,https://sbi.bank.in/web/careers/current-openings,Prelims + Mains + Psychometric + GD/PI,"Rs 750 (Gen/EWS/OBC), Nil SC/ST",Applied,Application Closed,official:sbi.bank.in,2026-07-09T19:37:59,0.85,Low,"Applied on 07-Jul-2026, one day before deadline","sbi,banking,po,applied",2026-07-09T19:37:59,2026-07-09T20:07:45,-1
97971372922f,"SSC CGL 2026 - Combined Graduate Level (12,256 posts)",,Government of India,Staff Selection Commission,Graduation in any discipline,,,,12256,All India,All India,Exam,,2026-06-25,Tier-1 expected Aug-Sep 2026,,https://ssc.gov.in/,,https://ssc.gov.in/,Tier-1 + Tier-2 CBT,"Rs 100, exempt for SC/ST/women",Applied,Application Closed,official:ssc.gov.in,2026-07-09T19:37:59,0.85,Low,Application window closed 25-Jun-2026; marked Applied per owner. Next milestone: Tier-1 exam city slip and admit card,"ssc,cgl,exam,applied",2026-07-09T19:37:59,2026-07-09T20:07:45,-14
db7f2859aab5,SSC CHSL 2026 - notification expected July 2026 (3000+ posts),,Government of India,Staff Selection Commission,12th pass,18-27,,,,All India,All India,Exam,,,,,https://ssc.gov.in/,,https://ssc.gov.in/,Tier-1 CBE + Tier-2 with typing/DEST,Rs 100,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED until notification releases - complete SSC OTR in advance,"ssc,chsl,12th pass,upcoming",2026-07-09T19:38:00,2026-07-09T20:07:45,
d0a84e5ec287,IBPS Clerk 2026 (CRP CSA-XVI) - notification expected August 2026,,Public Sector Banks,IBPS,Graduation in any discipline,20-28 typical,,,,All India,State-wise incl. Karnataka,Exam,,,Prelims 10-11 Oct 2026 per IBPS calendar,,https://www.ibps.in/,,https://www.ibps.in/,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,Choose Karnataka state for Bengaluru-region posting; Kannada proficiency applies,"ibps,clerk,banking,upcoming,karnataka",2026-07-09T19:38:00,2026-07-09T20:07:45,
6a8fe1490bfd,GATE 2027 - registration expected August 2026,,MoE / IITs,IIT (organizing institute),B.E/B.Tech 3rd year onwards or graduates; DA (Data Science and AI) and CS papers,,,,,All India,Centres nationwide incl. Bengaluru,Exam,,,February 2027,,https://gate2027.iitm.ac.in,,https://gate2027.iitm.ac.in,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED schedule - based on annual cycle. Unlocks PSU recruitment and M.Tech,"gate,exam,psu gateway,upcoming",2026-07-09T19:38:00,2026-07-09T20:07:45,
c111ee9f200d,UPSC EPFO APFC 2026 - 80 posts expected Aug-Sep 2026,,Ministry of Labour and Employment,UPSC / EPFO,Any graduate,Up to 35 typical,,,80,All India,EPFO offices incl. Bengaluru,Exam,,,,,https://upsconline.gov.in/,,https://upsconline.gov.in/,Written + interview,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED - expected window; EO/AO not notified in 2026,"upsc,epfo,graduate,upcoming",2026-07-09T19:38:00,2026-07-09T20:07:45,
c010ebbce33e,LIC AAO 2026 - expected August 2026 (Generalist and IT streams),,Ministry of Finance,Life Insurance Corporation of India,Graduation; IT stream suits CS/AI-ML,21-30 typical,,,,All India,Divisional offices incl. Bengaluru,Exam,,,,,https://licindia.in/careers,,https://licindia.in,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED - based on 2025 cycle timing (16 Aug-08 Sep),"lic,aao,insurance,graduate,upcoming",2026-07-09T19:38:00,2026-07-09T20:07:45,
98cedf3616a7,RRB NTPC 2026-27 fresh cycle - applications expected Jul-Sep 2026,,Ministry of Railways,Railway Recruitment Boards,Graduate (some posts 12th),,,,,All India,Zone choice incl. Bengaluru,Job,,,,,https://rrb.indianrailways.gov.in/,,https://www.rrbapply.gov.in,CBT-1 + CBT-2,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED - RRB annual calendar indication,"rrb,ntpc,railway,graduate,upcoming",2026-07-09T19:38:00,2026-07-09T20:07:45,
f4986f7fb3a3,RRB JE 2026 upcoming CEN - expected Jul-Sep 2026,,Ministry of Railways,Railway Recruitment Boards,B.E/B.Tech/Diploma; JE(IT) accepts CS/IT when notified,,"Level 6 (Rs 35,400)",,,All India,Zone choice,Job,,,,,https://rrb.indianrailways.gov.in/,,https://www.rrbapply.gov.in,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED - calendar indication,"rrb,je,railway,engineering,upcoming",2026-07-09T19:38:00,2026-07-09T20:07:45,
30fdef969a8b,IB ACIO Grade-II/Executive 2026 - expected H2 2026,,Ministry of Home Affairs,Intelligence Bureau,Any graduate,18-27 typical,Level 7 + allowances,,,All India,Anywhere in India,Exam,,,,,https://www.mha.gov.in/en/media/whats-new,,https://www.ncs.gov.in,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,"UNVERIFIED - expected cycle, may fall after Aug","ib,acio,intelligence,graduate,upcoming",2026-07-09T19:38:00,2026-07-09T20:07:45,
1b9ab349b3f2,HAL Design Trainee / Management Trainee 2026 - watch for notification,,Defence PSU,Hindustan Aeronautics Limited,B.E/B.Tech (branch-wise),Typically 28 GM,,,,All India,Bengaluru + HAL divisions,Job,,,,,https://hal-india.co.in/,,https://hal-india.co.in/,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED - aggregators report ~100-182 posts; typical window May-Aug. Check weekly,"hal,defence psu,bengaluru,engineering,upcoming",2026-07-09T19:38:00,2026-07-09T20:07:45,
ee723ac58d69,SSC JE 2026 - expected July 2026 (Civil/Electrical/Mechanical only),,Government of India,Staff Selection Commission,B.E/B.Tech or Diploma in Civil/Electrical/Mechanical only - CS/AI-ML not eligible,,Level 6,,,All India,All India,Exam,,,,,https://ssc.gov.in/,,https://ssc.gov.in/,,,Not Applied,Verified with Official Notification,aggregator:multiple,2026-07-09T19:38:00,0.7,Low,UNVERIFIED timing. Branch restriction excludes CS/AI-ML - kept for completeness,"ssc,je,engineering,upcoming",2026-07-09T19:38:00,2026-07-09T20:07:45,
9118b7253cd9,ISRO IIST/Admin/RMT/14-2026 (1): Recruitment for the post of Registrar,,Indian Institute of Space Science and Technology (IIST),ISRO,,,,,,All India,Indian Institute of Space Science and Technology (IIST),Job,2026-02-14,2026-04-15,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement IIST/Admin/RMT/14-2026 (1),"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-85
4de01320d5c2,"ISRO URSC:01:2026: Recruitment to the posts of Scientist/Engineer - 'SC', Scientist/Engineer - 'SD' & Medical Officer - 'SC'",,"U R Rao Satellite Centre,(URSC)",ISRO,,,,,,All India,Bengaluru,Job,2026-03-23,2026-04-12,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement URSC:01:2026,"isro,space,central,bengaluru",2026-07-09T19:38:00,2026-07-09T20:07:45,-88
08e8618085b3,ISRO SAC:01:2026: Recruitment to the posts of Scientist/Engineer 'SD' and Scientist/Engineer 'SC',,Space Applications Centre (SAC),ISRO,,,,,,All India,Space Applications Centre (SAC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement SAC:01:2026,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,
88e01056b013,"ISRO NRSC/RMT/4/2025: Recruitment to the posts of Technical Assistant, Technician-B and Draughtsman-B",,National Remote Sensing Centre (NRSC),ISRO,,,,,,All India,National Remote Sensing Centre (NRSC),Job,2025-11-10,2025-11-30,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement NRSC/RMT/4/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-221
0c8ea4334e02,ISRO SAC:04:2025: Recruitment to the posts of Technician 'B' and Pharmacist 'A',,Space Applications Centre (SAC),ISRO,,,,,,All India,Space Applications Centre (SAC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement SAC:04:2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,
3e6f8ac6a05e,"ISRO SDSC SHAR/RMT/01/2025: Recruitment to the posts of Scientist/Engineer ‘SC,Technical Assistant,Scientific Assistant,Library Assistant ‘A’,Radiographer-A,Technician ‘B’,Draughts",,"SatishDhawan Space Centre (SDSC) SHAR , Sriharikota",ISRO,,,,,,All India,"SatishDhawan Space Centre (SDSC) SHAR , Sriharikota",Job,2025-10-16,2025-11-14,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement SDSC SHAR/RMT/01/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-237
17626a2c978b,ISRO PRL:02/2025: Recruitment to the posts of Technical Assistant and Technician-B,,"Physical Research Laboratory (PRL) , Ahmedabad",ISRO,,,,,,All India,"Physical Research Laboratory (PRL) , Ahmedabad",Job,2025-10-04,2025-10-31,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement PRL:02/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-251
7001efc2b162,ISRO SAC:03:2025: Recruitment to the post of Junior Translation Officer,,Space Applications Centre (SAC),ISRO,,,,,,All India,Space Applications Centre (SAC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement SAC:03:2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,
1d75640aef2e,ISRO SAC:02:2025: Recruitment to the post of Assistant (Rajbhasha),,Space Applications Centre (SAC),ISRO,,,,,,All India,Space Applications Centre (SAC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement SAC:02:2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,
0ea53ef1ddcb,ISRO SAC:01:2025: Recruitment to the posts of Twelve (12) temporary positions of Project Associate-I and One (01) temporary positions of Project Scientist-I,,Space Applications Centre (SAC),ISRO,,,,,,All India,Space Applications Centre (SAC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement SAC:01:2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,
676b36b21a4e,ISRO NRSC/RMT/03/2025: Inviting applications for the posts of Graduate & Technician Apprentices,,National Remote Sensing Centre (NRSC),ISRO,,,,,,All India,National Remote Sensing Centre (NRSC),Apprenticeship,2025-08-22,2025-09-11,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement NRSC/RMT/03/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-301
3ff84b4e7123,"ISRO LPSC/01/2025: Recruitment to the posts of Technical Assistant, Sub-Officer, Technician 'B', Heavy Vehicle Driver 'A' and Light Vehicle Driver 'A'",,"Liquid Propulsion Systems Centre (LPSC) , Valiamala",ISRO,,,,,,All India,"Liquid Propulsion Systems Centre (LPSC) , Valiamala",Job,2025-08-09,2025-08-26,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement LPSC/01/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-317
57a200e19328,"ISRO NESAC/RMT-TEMP/WI-01/2025: Research Scientist, Research Associate-I and Junior Research Fellow",,"North Eastern-Space Applications Centre (NE-SAC) , Shillong",ISRO,,,,,,All India,"North Eastern-Space Applications Centre (NE-SAC) , Shillong",Job,2025-07-12,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement NESAC/RMT-TEMP/WI-01/2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,
775183f8cc22,"ISRO ISRO:ICRB:03(CEPO):2025: Recruitment to the post of Scientist/Engineer 'SC' in the disciplines of Civil, Electrical, Refrigeration & Air-conditioning and Architecture.",,Centralised Recruitment (ICRB),ISRO,,,,,,All India,Centralised Recruitment (ICRB),Job,2025-06-24,2025-07-14,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement ISRO:ICRB:03(CEPO):2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-360
b7d81dd93d71,"ISRO VSSC-335 DATED 31.05.2025: Recruitment to the posts of Technical Assistant, Scientific Assistant and Library Assistant-A",,Vikram Sarabhai Space Centre (VSSC),ISRO,,,,,,All India,Vikram Sarabhai Space Centre (VSSC),Job,2025-06-04,2025-06-18,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement VSSC-335 DATED 31.05.2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-386
cb151a0e48f8,"ISRO VSSC-334 DATED 31.05.2025: Recruitment to the posts of Technician-B, Draughtsman-B and Pharmacist-A",,Vikram Sarabhai Space Centre (VSSC),ISRO,,,,,,All India,Vikram Sarabhai Space Centre (VSSC),Job,2025-06-02,2025-06-16,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement VSSC-334 DATED 31.05.2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-388
af2630addb70,"ISRO ISRO:ICRB:02(EMC):2025: Recruitment to the post of Scientist/Engineer 'SC' in the disciplines of Electronics, Mechanical and Computer Science.",,Centralised Recruitment (ICRB),ISRO,,,,,,All India,Centralised Recruitment (ICRB),Job,2025-05-27,2025-06-16,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement ISRO:ICRB:02(EMC):2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-388
1c4bc32ab34f,ISRO NRSC-RMT-1-2025: Recruitment to the posts of Scientist/ Engineer 'SC',,National Remote Sensing Centre (NRSC),ISRO,,,,,,All India,National Remote Sensing Centre (NRSC),Job,2025-05-10,2025-05-30,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement NRSC-RMT-1-2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-405
b1694a9500c1,"ISRO ISRO:ICRB:01(EMC):2025: Recruitment to the post of Scientist/Engineer 'SC' in the disciplines of Electronics, Mechanical and Computer Science.",,Centralised Recruitment (ICRB),ISRO,,,,,,All India,Centralised Recruitment (ICRB),Job,2025-04-29,2025-05-19,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Application Closed,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement ISRO:ICRB:01(EMC):2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,-416
7bd733e818b9,"ISRO VSSC-332 DATED 29.03.2025: Application for Assistant (Rajbhasha), Light Vehicle Driver-A, Heavy Vehicle Driver-A, Fireman-A and Cook",,Vikram Sarabhai Space Centre (VSSC),ISRO,,,,,,All India,Vikram Sarabhai Space Centre (VSSC),Job,,,,,https://www.isro.gov.in/ViewAllOpportunities.html,,https://www.isro.gov.in/ViewAllOpportunities.html,,,Not Applied,Verified with Official Website,official:isro.gov.in,2026-07-09T20:07:45,0.85,Low,Advertisement VSSC-332 DATED 29.03.2025,"isro,space,central",2026-07-09T19:38:00,2026-07-09T20:07:45,
